label,pivot_lang,translated,original
Блок директора по персоналу,deu_Latn,"Официальное переданное, работодатель направляет на коммунизированное место города Донецк, Москва, Россия, 119071 Тэл.: [КОНТАКТ] электронная почта: [Контакт] ГЕРЕНТ [ID], ХАБЕН [ID], ХИННЕ [ID], ХINНЕН [ID], ХОРНЕН [ID] [DATE_TIME] No. [ДОКУМЕНТ_НОМЕР] No. Von der Um увольнение работника из перевода [PERSON] Лайбер [PERSON] Sie bitte um um die Entlassung in der Überweisung Regel für die weitere Arbeit bei [PERSON] [CONTACT] [D_TIME] Projekt unter uns, Mitarbeiten vom Nachgaben des Nachgeordneten Verbands [CONTACT] [DAT] [DAT] [DAT] [DAT]: Заявление работодателя [DAT]: [Свидетельство] [DAT] [DAT] [DATE]: [DAT] [DAT] [DAT]: [DAT] [EIGNATION] [DAT]: Отпускный номер работодателя (Электрометр]: [Электронная почта] - [Электронный почта]: [DATE]: [Электронный пересылается на авторекорре]; [МЕН] [Электронный звонок] [Свидео: [Электронное письмо], [Электронный звонок]: [Электронный звонок: [Электронное] [Электронный звонок]","[ORGANIZATION] шельфпроект [AO] [ORGANIZATION] шельфпроект ([AO] [ORGANIZATION] шельфпроект) пр-кт Ленинский, д. 15А, вн.тер.г. муниципальный округ Донской, Москва, Российская Федерация, 119071 тел.: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Об увольнении работника в порядке перевода [PERSON] Уважаемый [PERSON]! Прошу Вас уволить в порядке перевода для дальнейшей работы в [AO] [ORGANIZATION] шельфпроект сотрудника [ORGANIZATION] [PERSON] и предоставить на работника рекомендательное письмо. Согласие работника на перевод имеется. Заместитель генерального директора по организационным вопросам [PERSON] Исп. [PERSON] e-mail: [CONTACT] Тел. [CONTACT] Документ подписан Сертификат: [FINANCIAL_DATA] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]"
"Проект ""Новая нефть""",deu_Latn,[ОРГАНИЗАЦИЯ] [ЛОКАЦИЯ] ТЕЛ.: [СВЯЗАНИЕ] Факс: [СОВЕЗАНИЕ] [ДАТАПУС] СЛАСТНИЦА [Людина]! в ответ на ваши писемки [ДОКУМЕНТСКИЙ НАЧЕРИҢ] от [ДАТАПУС] по поводу способности Комментарии к документации на [ОБЕКТ] Передавайте для рассмотрения и согласования исправленной документации и ККД-Файла с нашими комментариями к комментариям. приложения: [ДАКУМЕНТСКИЙ НАЧЕРИЙ] на [ОБЕКТ] Архивы с файлами.Stellvertret Verwaltungsdirektor für Projektmanagement [ЛЮБОВЫЙ],[ORGANIZATION] [LOCATION] Тел.: [CONTACT] Факс: [CONTACT] [DATE_TIME] Уважаемый [PERSON]! В ответ на Ваше письмо [DOCUMENT_NUMBER] от [DATE_TIME] касательно наличия замечаний к документации на [OBJECT] направляем Вам на рассмотрение и согласование откорректированную документацию и файл ЛКП с нашими комментариями к замечаниям. Приложение: [DOCUMENT_NUMBER] на [OBJECT] – архив с файлами. Заместитель управляющего директора по управлению проектами [PERSON]
"Проект ""Новая нефть""",deu_Latn,"ОРГАНИЗАЦИЯ] [ОРГАНИЗАЦИЯ] [ОБЪЕКТ] [Дата_время] [ОРГАНИЗАЦИЯ] [ЛЮДЕЯ] [ВРЕКАЙ] [ВРЕКАЙ] Другой человек! Ответ на вопрос No [ДОКУМЕНТ_НУМАР] о технических предложениях по производству и поставке автоматических систем управления (АС) воздухотеплавителей (AGS) для ГПА-16 [ОБЪЕКТ] в таблице приложения я для этой цели отправляю заполненное документы Kollektivprüfblatt Firma [ORGANIZATION] и разъяснение этой бумаги и письмо для обсуждения и, если отметок отсутствует, техническое предложение об оформлении продукции на производство (АПРЕДОЛЬШЕНИЙ СРОЛАНИНГ - СОТОПЕРНОПЕНТОВАЧЕНИЕ ПРЕДИЛЕНИЦИЯ - ОПРЕЗОПОРВАНЦИИЯ - ПРЕЛЕНЦИЯТ: [ВРЕКА] [НОПОРГАНИЗАЦИИАЦИЯ. - ПРЕЗОПЕРСТРИАЦИЯ].","[ORGANIZATION] [ORGANIZATION] [OBJECT] [DATE_TIME] [ORGANIZATION] [PERSON] [CONTACT] [PERSON] [CONTACT] Уважаемый [PERSON]! В ответ на исх.No[DOCUMENT_NUMBER] касаемо технических предложений на изготовление и поставку системы автоматического управления (САУ) агрегата воздухонагревательного газового модульного (АВГМ) для ГПА-16 [OBJECT] в приложении направляю заполненный лист коллективной проверки компании [ORGANIZATION], а также скорректированную пояснительную записку [DOCUMENT_NUMBER] ПЗ. Прошу Вас рассмотреть и, при отсутствии замечаний, согласовать техническое предложение на поставку САУ АВГМ производства [ORGANIZATION]. Приложения: - ЛКП [ORGANIZATION]; - [DOCUMENT_NUMBER] ПЗ. [PERSON] [PERSON] [CONTACT] [DATE_TIME]"
"Проект ""Южный""",deu_Latn,"KOMMERZISCHER Предложение по продукции: [Проект] [Люди] [СИТ] [КОНТАКТ] По запросу мы отправляем GTP в [облоке] со следующими характеристиками: [номер документа] [торга времени] [через время] [каждый] [название] [сегодня], [день], [через время] [после дня] [годельник] [ночью], [не начнем], [почеред дня], [после дня], [после] [все] [все] [вещание] [все] [через] [после] [торга] [все] [использовать] [обсуждение] [обычные] [распространение] [дебаты], [проявление] [обсуждение], [отчетные] [обсуждения] [ознакомление] [отпуск] [расчёт] [обучаи], [учетные] [очётное], [поделения], [счетные] [остановления] [обсуждение] [ограничения], [определения], [определение] [возможность] [возможности] [определены] [последу [остановление], [необязательность], [определения], [определение] [не] [обязательно] [положение], [сообязательно] [приложение] [возможность] [последовать] [определение] [отвод] [положение] [определение] [положений] [определение] [отвод[определение] [обладания [отделение] [отвод [определение] [определение] [отведение] [отвод] [определение [от] [определение] [отно] [определение] [от] [отно] [от [отчет [от] [от] [от] [определение] [определение [от] [от] [от] [от] [от] [от] [определ] [от] [от] [от] [от] [от] [от] [от] [от] [от] [от] [от] [оне [от] [от] [от] [от] [поряд [от] [получа [от] [от] [от] [от] [от] [от] [о] [не [от] [от] [от] [последить[от] [от] [после [от] [от] [от] [из] [от] [последу [от] [от [от] [от] [до [от] [от] [и [последу [послед] [от] [от] [от] [последу [от] [последу [по] [послед] [последу [от] [послед] [от] [попосле[от] [попопопослед[попоследа [попо [попо] [попопопопо [попо [последу [по [по [попопопопопо] [по [последни [послепо [попосле [по [по] [по [попослед] [попопопо [посто] [попосле] [попопо [по] [попо [по [после] [попо [после] [по [по [по] [попопопопопопо] [попопоз [попопо [по] [попо] [попозпосле] [попо [по [на [после] [по [попосле] [посто [попо] [попопопо] [пое [попопосле] [попопопо] [попо [по] [попопо] [позпосле][попо [попо] [попо][посто [попопозме [попоз [по [по [поз [попозже]поз [по [посто[поз] [поз] [по [по] [попопопопо [попоз] [попоз] [почему] [попо]]] [поз]попопо [попо]] [попопопоз] [по [поз] [посто [попопоз [поз] [попозже","[ORGANIZATION] Почт. адрес: [LOCATION]. Тел.: [CONTACT] e-mail: [CONTACT] Исх. No [DOCUMENT_NUMBER] - [ORGANIZATION] от [DATE_TIME] г. На исх No [DOCUMENT_NUMBER] от [DATE_TIME] Заместителю исполнительного директора по перспективному развитию Проект [OBJECT] [PERSON] Коммерческое предложение на продукцию [ORGANIZATION] Уважаемый [PERSON]! В ответ на Ваш запрос высылаем ТКП на [ORGANIZATION] с характеристиками: * условный внутренний диаметр [ID]. * условный наружный диаметр [ID]. * рабочее давление [FINANCIAL_DATA] ( [FINANCIAL_DATA] атм.). * температурный режим от –[ID]С до [ID]С. * армированные металлическими лентами. * теплоизоляция Стоимость комплекта [ID] на условиях доставки до объекта Заказчика в г. [LOCATION] Таблица No1. Таблица No1 No II/II Наименование Кол-во ЕМ Сто-тб за ед., pyб., c НДС [ID] Сумма, pyб. c НДС [FINANCIAL_DATA] * условный внутренний диаметр [ID]. * рабочее давление [FINANCIAL_DATA] ( [FINANCИAL_DATA] атм.). [LOCATION] Таблица No2. Таблица No2 No II/II Наименование Кол-во ЕМ Сто-тб за ед., pyб., c НДС [ID] Сумма, pyб. c НДС [FINANCIAL_DATA] [ORGANIZATION] ИНН / КПП [ID] / [ID] ОРГ [ID] ОКПО [ID] ОКТМО [ID] P/cy. [ID] в [ORGANIZATION] (НАО) в г. [LOCATION]; БИК [ID]; К/cy. [ID] Юр. адрес: [LOCATION] [ORGANIZATION] Почт. Тел.: [CONTACT] e-mail: [CONTACT] Срок изготовления готовой продукции в полном объеме составит до [ID] рабочих дней, после размещения заказа на производстве. Отгрузка первой партии продукции возможна через [ID] дней после размещения заказа. Ориентировочный срок доставки до г. [LOCATION] составляет [ID] недель. Сроки СМР для данного объема трубопровода составят [ID] суток. Стоимость СМР рассчитывается отдельно исходя из объекта строительства и его обустроенности. Гарантийные обязательства: до [ID] лет с момента ввода поставленной продукции в эксплуатацию. [OBJECT] производится из полимеров стойких к УФ-излучению. Срок действия предложения [ID] рабочих дней. Высоконапорные Трубные Системы ( [OBJECT] ) с установленными фитингами, поставляются на металлических транспортных барабанах, длинной отрезка [OBJECT] на одном барабане составляет [ID] м для Ду [ID] и [ID] метров для Ду [ID], с обжатыми фитингами. Готовы предоставить дополнительную информацию и ответить на возникшие вопросы. Директор по продажам [PERSON] [ORGANIZATION] ИНН / КПП [ID]/[ID] ОГРН [ID] ОКПО [ID] ОКТМО [ID] Р/сч. [ID] в [ORGANIZATION] (ПАО) в г. [LOCATION]; БИК [ID]; К/сч. адрес: [LOCATION]"
"Проект ""Южный""",deu_Latn,"ВНИМАНИЕ, ФАСС: [КОНТАКТ] Электронная почта: [КОНТАКТ] OBENKOMMENZ [ID], [GRÖNKER [DOCUMENT_NUMBER], VORSENDER [ID], Ссылки на приказы [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No [ORGANIZATION] на [MEASURES] по безопасности Гейхрета [ЛЮДЕЙ] В соответствии с Решением Антитеррористической комиссии по [REGION] (ст. 4.2 протоколов заседаний по [DATE_TIME] No [DOCUMENT_NUMBER]) информирую вас о том, что должно соблюдаться требования законодательства Российской Федерации, регулирующего отмену права сотрудников и использования иностранных рабочей силы для обеспечения безопасности Гейхрета [ЧЕЛОВЕЦ] в [РЕГИОН] [понимание и участие участников антитеррористической деятельности].","[ORGANIZATION] улица [LOCATION]тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] на [MEASURES] по обеспечению безопасности Уважаемый [PERSON]! В соответствии с решением антитеррористической комиссии в [REGION] (п. 4.2 протокола заседания от [DATE_TIME] No [DOCUMENT_NUMBER]) информирую о необходимости соблюдения требований законодательства Российской Федерации, регламентирующих порядок привлечения и использования иностранной рабочей силы, в целях своевременного выявления угроз безопасности и недопущения участия иностранных работников в террористической деятельности. Приложение: на [NUMBER] л. в [COPY]. Заместитель генерального директора по производству [PERSON] [PERSON] [CONTACT]"
"Проект ""Восточный""",deu_Latn,"[ОПОРАЗИЦА] [ИД] Телефон: [КОНТАКТ] E-mail: [КОНТАКТ] [ОПОРАЗИЦА] Испуск No от [DATE_TIME] Запрос на технические условия [ОПОРАЗИЦА], в сотрудничестве с [ОПОРАЗИЦА], разрабатывает проект по организации связи в зоне [ОГЕНТУМ].Чтобы обеспечить полноценную планируемую сеть в зоне [ОПЕГЕНТУМ], установка оптических кабелей на подвес авиационного судна должна быть выполнена на собственном участке, описанном в приложении 1. * Пожалуйста, подтвердите, что самолет принадлежит или находится на этой земле. * В случае получения подтвержденных технических условий организация выносит заявление о проведении проекта по установке оптических кабелей на этой земле.","[ORGANIZATION] [ID] Телефон: [CONTACT] E-mail: [CONTACT] [ORGANIZATION] Исх. No[DOCUMENT_NUMBER] От [DATE_TIME] Запрос технических условий [ORGANIZATION], в сотрудничестве с [ORGANIZATION], разрабатывает проект организации связи на территории [OBJECT]. Для обеспечения полноценного функционирования проектируемой сети на территории [OBJECT], необходимо осуществить подвес оптического кабеля по опорам ВЛ, на участке описанном в Приложении 1. * Просу подтвердить принадлежность ВЛ или ее нахождение в ведомстве [ORGANIZATION]. * В случае подтверждения, просу предоставить технические условия для разработки проекта организации подвеса оптического кабеля по опорам ВЛ на описанном участке. Приложения: - Ситуационный план ВЛ на территории [OBJECT] С уважением, Исполнительный директор [ORGANIZATION] [PERSON] Исп. [PERSON] Тел. [CONTACT]"
"Проект ""Восточный""",deu_Latn,"Организация: [локальное название] Номер телефона: [контакт], факс: [контакт] E-mail: [контакт] www[Веб-сайт] [идентификатор] [DATE_TIME] Номер [Dokument_Zahl] на номер [DATEN-TIME] от [DATE_TIME] О разрешении на поездку техников Моих знакомых [Люди]! Им ответить на вопрос о предоставлении разрешения на поездку транспортных средств от [Людей] из числа Заказчиков [Организация] и [Организация]: 1. [Проект] [Название] [SICHE], No [PORKIT] No [Домамент]; [Ауспен], No [Нам]; [Люди] [Опись]; [Имя], [ФИМ], [Именное], [Положение] [Домамент], [Ном], [Номер] [Градовые]: [Номены].","[ORGANIZATION] [LOCATION] Тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] www.[WEBSITE] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] О согласовании проезда техники Уважаемый [PERSON]! В ответ на письмо от [DATE_TIME] No [DOCUMENT_NUMBER] О согласовании проезда следующих транспортных средств [PERSON] подрядных организаций [ORGANIZATION] и [ORGANIZATION]: 1. [OBJECT] [ID] (ЛПС), рос No [ID]; 2. [OBJECT] (Вахтовый автобус), рос No [ID]; 3. [OBJECT] ([PERSON]), рос No [ID]; 4. [OBJECT] ([PERSON]), рос No [ID]; 5. [OBJECT] ([PERSON]), рос No [ID]; 6. Полуприцеп (для [OBJECT] ([PERSON]), рос No [ID]. Заместитель генерального директора по общим вопросам [PERSON] Не удалять [PERSON] [PERSON] [CONTACT]"
"Проект ""Восточный""",deu_Latn,"Firmenbeschränkte Gesellschaft [ORGANIZATION] [LOCATION] Телефон: [KONTAKT], Fax: [KONTACT], E-Mail: [KONTACT] [ID] [DATE_TIME] No. [DOKUMENT_NUMBER] No. von [ORGANIZATION] Информация об Участке использования БЗЛ Относительно обращений [COORPORTE] с пополняющимся письмом [ROGANIZATION] No. [DOCENT] от [DATE_TIME] О использовании БЗЛ, разрешении Фотомонтажа на объекте, обращайтесь к нам с просьбой о предоставлении Беспилотных летательных аппаратов с учетом необходимых контрольных полномочий и информацией о мерах по безопасной работе [COORPORTE] Спросите директора предприятия [Directory] Обеспечения рабочего времени [COORPORTE] Спросите о временной категории рабочих мест [COORPORTE] [NAME]","Общество с ограниченной ответственностью [ORGANIZATION] [LOCATION] Тел.: [CONTACT], факс: [CONTACT], e-mail: [CONTACT] [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] предоставлении информации о датах использования БПЛА Уважаемый [PERSON]! В связи с поступившим письмом [ORGANIZATION] No[DOCUMENT_NUMBER] от [DATE_TIME] Об использовании БПЛА, о согласовании фото- видеосъемки на территории [OBJECT], просим направить в наш адрес информацию о датах проведения полетов беспилотных летательных аппаратов с целью уведомления охранных подразделений и принятия мер по обеспечению безопасного проведения работ. Заместитель генерального директора по корпоративной защите [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] Доверенность No [DOCUMENT_NUMBER] Юрьева [PERSON] ([CONTACT]) от [DATE_TIME] No [DOCUMENT_NUMBER] Вх. No [DOCUMENT_NUMBER] от [DATE_TIME]"
Блок директора по портфелю,deu_Latn,"[Контакт] [DATE_TIME] [Location], [Document_Number] [Document_Number] [DATE_TIME] [DATE_TIME] [OBJECT] [PRESUNT] [PAAREN] - Прямое планирование финансирования расходной статьи [OPT] может потребовать от вас подтверждения в течение установленного срока [DATE_TIME] , что план на производство углеводородов на [ОБИКТ] будет действовать в течение одного года (с учетом трех) от [DATE_TIME] [DOCUMENT_NUMBER] или для дальнейшего создания плановых отношений [PERSON] [PERSON] [PERSON] В качестве электронной подписи для письма с электронным подписью документ: Сертификат на [INTERESSIONAL] [SERTIATIFICI:NAME:PERSON_TIME] [APPORTORTIME_NAME:PERSON]: [TIMEST]","[ORGANIZATION] [LOCATION], [CONTACT] [DATE_TIME] [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [DATE_TIME] на [DATE_TIME] на [OBJECT] Уважаемый [PERSON]! С целью корректного планирования финансирования статей затрат [ORGANIZATION], прошу Вас в срок до [DATE_TIME] подтвердить актуальность данных по плану добычи Углеводородов на [OBJECT] на трехлетний период (далее - План), доведенных нисьмом от [DATE_TIME] [DOCUMENT_NUMBER], либо направить уточненный План. [PERSON] Документ подписан электронной подписью Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]"
Блок директора по портфелю,deu_Latn,"ОРГАНИЗАЦИЯ] [МОСТ] ТЕЛ.: [КОНТАКТ], [ФАКС]: [КОНТАК] [КОНТАК] e-mail: [КОНТАК] [ПОРТРА-ДиРЕКТ] [PERSON] [ОКПО] [OGRN] [INN] [KPP] [ДАТЬ_ВРЕМЯ] НН [Документ_НАМЕР] N от [Организация] при вручении предложений по эксплуатации 2-х-четырехквадратных ГСБ установки для [HR] [ОРГАНИЗАЦИЯ] [ЛЮрис] [ПЕРСОН] [ПЕРСОН] [ПЕРСОН] [ЛЮРИКУРДИ] [ПЕРСОН] [ПЕРСОН] [ПЕРСОН] [ПЕРСОН] [РЕДНИ] [ПЕРСОН] [ПЕРСОНОН] [ПЕРСОНОВЕРСОН] [ПЕРСОН], [ЧАСВЯТЕНЕМЕНИ] [ПЕРСОН] [ДЕНЕЙЕНИ] [ЗОНН] [ПЕРСОН] [ЗАБЫХ-ЧАДЕНЬ] [ПЕРСОЧЕССОН] [ЧАСУН] [ЧЕРССОЙС: при проведении выпуск [СУЧАСОЗИТЕ] [НО СПРЕСЕНТАВЕНИ ОТОРОНАции [ВОПИИСОВ] [СО С ООТРГРЕДЕНФЕНТРОВЕРШЕНЦИИАЦИЕ ДЛЬНОГИИИЯ ИМЕНТЭЙ [ЧНЦИО] [ДИМЯ]: [ВРЕСТЫЧЕСЕНИЯ [С [С ОТЕРСО] [ЭНСО] ВЕСННСЯНОСТ] [С ТРЕНТИИЙ ДОВЕРСОГЕНСОИ] СЕРЖИЙ РО] НЕСТРЕСТЦИЯ И ПРОСЕНЦОВЕЦИЕРИЯ [РОСТИ [СТОРИЦИИ] [ВОЛЬАЦИИИТЕЧИЗНОВ НОВЫ РАЦИТЕЩЕНЕ ГУСО [О НЕМИСОН [ЭИЯ ОТЕСТСО]: При МЕ [ГОМ] [РБ [РО] О ПЕРСНОВЕРСТИЗОНОС ТРИТЕЧЕНЬ [РИЯ[СТИСО] С ПЕРТ] В НАЦИЗО ПРИЦИЗО ДО С НОВЕРСО С ВНИС ТРЕСТОРЕНЕ РЕ С ДЕЛИТЬ [ПЕРСОВЕНСОННОТИТЕГЫ РЕ КО НОКИЗ ОНСОСТРА"" О ТРОВЕРСОМ [ТИМ""С - О ВЕРСТОРИЩИЗ""","[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[WEBSITE] [OKPO] [OGRN] [INN] [KPP] [DATE_TIME] No [DOCUMENT_NUMBER] на No от [ORGANIZATION] предоставлении предложений по добыче УВС на 2-4 кв. [YEAR] [ORGANIZATION] [PERSON] [PERSON] Врио генерального директора [ORGANIZATION] [PERSON] Уважаемый [PERSON]! Уважаемый [PERSON]! С целью подготовки сводных предложений по объемам добычи углеводородов (далее – УВС) на 2-4 кв. [YEAR] на лицензионных участках [ORGANIZATION] прошу Вас до [DATE_TIME] подтвердить или предоставить актуализированную информацию по прилагаемой форме с посчеточной разбивкой и учетом периода проведения планово-профилактических работ (вносить изменения во вкладке 2025 (форма). Изменения объемов добычи УВС от доведенных показателей [ORGANIZATION] письмом от [DATE_TIME] No[DOCUMENT_NUMBER] (вкладка План 2025) должны иметь документальное подтверждение необходимости корректировки с приложением соответствующих расчетов. Комментарии прошу вносить во вкладке Пояснения. Обращаю внимание, что изменения будут приняты только при условии несвоевременного ввода производственных мощностей и смещения сроков проведения ремонтных работ объектов, влияющих на выполнение плановых показателей добычи и поставки сырья. Приложение: Предложения по добыче углеводородов на 2-4 кв. [YEAR] (форма для заполнения) в формате .xlsx. Заместитель генерального директора по добыче и подготовке газового конденсата, нефти [PERSON] [PERSON] [CONTACT]"
